id,fecha,monto,vehicle_id,comentarios,tipo_gasto,subtipo_gasto,clasificacion_confianza,requiere_revision
59929289-645d-4c6f-bdef-d0ff369123c3,2024-01-11,100,16,VERSA 16 4/4 2 DISCOS DE FRENO MAS 1 PASTILLA · Excel GASTOS fila 2153 [origen gastos_caja id=2139],operativo_vehiculo,frenos,0.55,true
c6ddde25-e1ca-4b67-8f43-88225d918692,2024-01-11,130,12,RIO 12 1/5 ARREGLO CAJA · Excel GASTOS fila 2163 [origen gastos_caja id=2149],operativo_vehiculo,motor,0.55,true
518f173e-084e-45bb-a1b0-b3d1863136f8,2024-01-11,50,23,VERSA 23 LIQUIDO FRENOS 1 LITRO · Excel GASTOS fila 2173 [origen gastos_caja id=2159],operativo_vehiculo,frenos,0.55,true
add2050b-9def-4606-9773-73560de51ca0,2024-02-13,150,16,VERSA 16 1/2 RODAJES · Excel GASTOS fila 2229 [origen gastos_caja id=2215],operativo_vehiculo,motor,0.55,true
82299bb7-8d5f-472f-b3c8-c9fe88585eee,2024-02-08,70,34,VERSA 34 PERMISO DE LUNAS · Excel GASTOS fila 2231 [origen gastos_caja id=2217],operativo_vehiculo,motor,0.55,true
63cd786c-143f-4602-880e-63703880c2de,2024-02-08,70,25,VERSA 25 PERMISO DE LUNAS · Excel GASTOS fila 2232 [origen gastos_caja id=2218],operativo_vehiculo,motor,0.55,true
87d83844-56f4-4f95-9a45-90c865e25477,2024-04-06,100,23,VERSA 23 2/2 PASTILLA Y TORNO PERNO · Excel GASTOS fila 2464 [origen gastos_caja id=2450],operativo_vehiculo,motor,0.55,true
e2368a76-b24d-40c0-9f88-489a53685b31,2024-02-22,105.87,37,IMPUESTO VEHICULAR VERSA 37 DSB · Excel GASTOS fila 2295 [origen gastos_caja id=2281],operativo_vehiculo,impuesto_vehicular,0.55,true
1a98cbcd-df48-46a1-b2dd-a251d665da00,2024-02-22,92.38,34,IMPUESTO VEHICULAR VERSA 34 DSB · Excel GASTOS fila 2299 [origen gastos_caja id=2285],operativo_vehiculo,impuesto_vehicular,0.55,true
107326fc-139f-4dda-959d-ad6be2799d0e,2024-02-22,100.51,36,IMPUESTO VEHICULAR VERSA 36 DSB · Excel GASTOS fila 2300 [origen gastos_caja id=2286],operativo_vehiculo,impuesto_vehicular,0.55,true
278028ad-d301-45b2-bf52-f61c2f833f2d,2024-02-22,114.1,25,IMPUESTO VEHICULAR VERSA 25 DSB · Excel GASTOS fila 2301 [origen gastos_caja id=2287],operativo_vehiculo,impuesto_vehicular,0.55,true
a0948478-81db-4644-bfc6-f3b7c40eff4c,2024-02-22,136.95,40,IMPUESTO VEHICULAR VERSA 40 DSB · Excel GASTOS fila 2302 [origen gastos_caja id=2288],operativo_vehiculo,impuesto_vehicular,0.55,true
4f6a8a39-ab95-4721-bcbf-69a127f6c411,2024-02-22,141.48,41,IMPUESTO VEHICULAR VERSA 41 DSB · Excel GASTOS fila 2303 [origen gastos_caja id=2289],operativo_vehiculo,impuesto_vehicular,0.55,true
81e3ac12-0d4c-438c-881d-85dd55361ff2,2024-03-07,150,16,VERSA 16 2/2 RODAJES · Excel GASTOS fila 2351 [origen gastos_caja id=2337],operativo_vehiculo,motor,0.55,true
cac671e5-ba8b-45ef-b349-6cf36a2d763e,2024-03-07,100,23,VERSA 23 1/2 PASTILLA Y TORNO PERNO · Excel GASTOS fila 2359 [origen gastos_caja id=2345],operativo_vehiculo,motor,0.55,true
70b3f19a-f71a-4c1e-af0e-38140ec139af,2024-03-07,60,44,VERSA 44 PRUEBA DE ESTANQUEDAD · Excel GASTOS fila 2378 [origen gastos_caja id=2364],operativo_vehiculo,motor,0.55,true
1330ec9f-96ec-4d61-a265-eb644b5430a3,2024-03-07,30,16,VERSA 16 ARREGLO CABLE TIERRA JUAN · Excel GASTOS fila 2395 [origen gastos_caja id=2381],operativo_vehiculo,motor,0.55,true
666c113e-2afc-48d6-b926-ae8b82abb32f,2024-03-07,120,44,VERSA 44 ARREGLO CONDENSADOR JESUS · Excel GASTOS fila 2399 [origen gastos_caja id=2385],operativo_vehiculo,motor,0.55,true
db879474-2af9-40af-9d4c-b1da6f42c5d0,2024-04-08,50,26,VERSA 26 PERMISO DE LUNAS · Excel GASTOS fila 2514 [origen gastos_caja id=2500],operativo_vehiculo,motor,0.55,true
d32f9b47-f073-4ef6-9dcf-ad49dab9d5f0,2024-05-09,100,13,RIO 13 1/6 REPARACION CAJA 4 RODAJES · Excel GASTOS fila 2577 [origen gastos_caja id=2563],operativo_vehiculo,motor,0.55,true
d8f0bb5a-33b1-4481-bfe8-a93d327fd855,2024-05-09,120,23,VERSA 23 1/4 CENSOR cigüeñal · Excel GASTOS fila 2583 [origen gastos_caja id=2569],operativo_vehiculo,motor,0.55,true
aeb2823b-c076-415b-acf8-050bb67ccba6,2024-04-20,20,46,VERSA 46 SEGUROS ESPEJOS · Excel GASTOS fila 2596 [origen gastos_caja id=2582],operativo_vehiculo,motor,0.55,true
1b344c49-7b8f-4168-9628-2737fe5a0943,2024-04-20,20,48,VERSA 48 GAS · Excel GASTOS fila 2598 [origen gastos_caja id=2584],operativo_vehiculo,motor,0.55,true
09c2c435-4657-4b12-b94b-02ba37e8f591,2024-06-10,120,23,VERSA 23 CUOTA  2/4 CENSOR DE cigüeñal · Excel GASTOS fila 2809 [origen gastos_caja id=2794],operativo_vehiculo,motor,0.55,true
0fd32be1-d340-4c6f-998d-697c56aaa7f4,2024-04-20,330,37,"VERSA 37 RESORTES DELANTEROS, SUPLES  Y MOD GUEMRCINDO · Excel GASTOS fila 2624 [origen gastos_caja id=2610]",operativo_vehiculo,motor,0.55,true
2278b525-6c16-4920-b0ff-26137b6aa105,2024-04-20,20,37,VERSA 37 REGULACION DE FRENOS GUERRERO · Excel GASTOS fila 2625 [origen gastos_caja id=2611],operativo_vehiculo,frenos,0.55,true
8e94115e-ff15-454b-886f-642ef1f9e384,2024-05-23,65,50,VERSA 50 ARREGLO CONECTOR DE CARGADOR PARA CELULAR · Excel GASTOS fila 2665 [origen gastos_caja id=2651],operativo_vehiculo,motor,0.55,true
95756f61-0177-41ce-9de2-09a7573112af,2024-05-23,100,51,VERSA 51  DUPLICADO LLAVE · Excel GASTOS fila 2675 [origen gastos_caja id=2661],operativo_vehiculo,motor,0.55,true
b68abfbe-2bc8-45b3-889f-a850b2b52878,2024-06-03,20,54,VERSA 54 GAS ENTREGA · Excel GASTOS fila 2732 [origen gastos_caja id=2718],operativo_vehiculo,motor,0.55,true
a7102033-62d6-4fa8-8bbc-2fb0a6ade7cf,2024-06-03,35,54,VERSA 54 EXTINTOR · Excel GASTOS fila 2738 [origen gastos_caja id=2724],operativo_vehiculo,motor,0.55,true
06986f41-04d8-4f8b-90db-981cb1413d89,2024-07-08,20,23,VERSA 23 REGULACION DE FRENOS · Excel GASTOS fila 2950 [origen gastos_caja id=2935],operativo_vehiculo,frenos,0.55,true
5d655408-b1c0-4dac-9a7b-24c2411923a3,2024-07-08,100,44,VERSA 44 BOCINAS DE ARTICULACION Y MOD · Excel GASTOS fila 2954 [origen gastos_caja id=2939],operativo_vehiculo,suspension,0.55,true
32446c42-a257-46f4-9264-b8437f4dfc1f,2024-06-10,100,13,RIO 13 CUOTA 2/6 ARREGLO CAJA 4 RODAJES MAS 1 RETEN · Excel GASTOS fila 2814 [origen gastos_caja id=2799],operativo_vehiculo,motor,0.55,true
f9c2e96e-499e-464e-9802-0a994e8950e5,2024-06-10,150,16,VERSA 16 FAJA MOD · Excel GASTOS fila 2830 [origen gastos_caja id=2815],operativo_vehiculo,motor,0.55,true
05d2c277-b120-4596-9b0b-0bb64db71f8d,2024-07-06,10,49,VERSA 49 EXTINTOR Y PLUMILLAS PARTE · Excel GASTOS fila 2905 [origen gastos_caja id=2890],operativo_vehiculo,motor,0.55,true
8f433575-a34a-4b70-8642-8996ae22764f,2024-07-06,45,55,VERSA 55 CERTIFICADO GAS · Excel GASTOS fila 2907 [origen gastos_caja id=2892],operativo_vehiculo,motor,0.55,true
69ce255d-106c-412d-a915-e68dcc67db03,2024-07-08,120,23,VERSA 23 CUOTA  3/4 CENSOR DE cigüeñal · Excel GASTOS fila 2922 [origen gastos_caja id=2907],operativo_vehiculo,motor,0.55,true
16d2c296-8142-45d8-a7c1-b998d70c4434,2024-07-08,100,13,RIO 13 CUOTA 3/6 ARREGLO CAJA 4 RODAJES MAS 1 RETEN · Excel GASTOS fila 2927 [origen gastos_caja id=2912],operativo_vehiculo,motor,0.55,true
92ea28f1-8776-4dc5-bf76-6e9baff2a68f,2024-07-24,270,33,VERSA 33 CAMBIO DE RESORTE DOS · Excel GASTOS fila 2960 [origen gastos_caja id=2945],operativo_vehiculo,motor,0.55,true
fdf50e52-a46a-4952-92fe-be025c187f44,2024-07-24,280,14,RIO 14 CAMBIO DE AMORTIGUARDOR TRASERO2 Y MOD · Excel GASTOS fila 2964 [origen gastos_caja id=2949],operativo_vehiculo,motor,0.55,true
a5d931b4-df3b-4f66-a8d1-ec1ef11d35ca,2024-07-24,390,43,VERSA 43 2 ROTULAS MAS 2 BOCINAS MAS RELLENO DE ARAñA Y MOD · Excel GASTOS fila 2966 [origen gastos_caja id=2951],operativo_vehiculo,motor,0.55,true
a60e1dcc-78b0-40e7-95d9-0ae716e8d678,2024-07-24,40,29,VERSA 29 CERTIFICADO GAS ANUAL · Excel GASTOS fila 2967 [origen gastos_caja id=2952],operativo_vehiculo,motor,0.55,true
f592e2a3-ff3d-48ce-8e0f-c346dd4578a9,2024-08-07,100,23,VERSA 23 4/4 CENSOR CIGUEñAL · Excel GASTOS fila 3019 [origen gastos_caja id=3004],operativo_vehiculo,motor,0.55,true
24640f0e-32b5-416e-bcce-7b9edde9166b,2024-08-07,100,13,RIO 13 4/6 ARREGLO CAJA · Excel GASTOS fila 3022 [origen gastos_caja id=3007],operativo_vehiculo,motor,0.55,true
be14dfe7-c2e3-4ba3-a67b-7578e25d69b7,2024-08-07,70,14,RIO 14 CERTIFICADO DE GAS · Excel GASTOS fila 3055 [origen gastos_caja id=3040],operativo_vehiculo,motor,0.55,true
91f81641-032c-4473-80ec-168f31846483,2024-08-07,20,57,VERSA 57 PLUMILLAS · Excel GASTOS fila 3059 [origen gastos_caja id=3044],operativo_vehiculo,motor,0.55,true
0b045ddb-7589-4c1f-b4f3-f7c2ccb23a42,2024-08-07,50,14,RIO 14 CINTURON  NUEVO · Excel GASTOS fila 3074 [origen gastos_caja id=3059],operativo_vehiculo,motor,0.55,true
9f1caebc-df9d-4257-8dfc-de0d0750d3e9,2024-08-07,35,14,RIO 14 EXTINTOR · Excel GASTOS fila 3076 [origen gastos_caja id=3061],operativo_vehiculo,motor,0.55,true
972edf35-e11f-4fe3-9a43-7566d593545b,2024-08-07,30,19,VERSA 19 ARREGLO PARA CHOQUE · Excel GASTOS fila 3078 [origen gastos_caja id=3063],operativo_vehiculo,motor,0.55,true
fcd89e27-79f9-4ba0-9c53-52ddc00cd4ca,2024-09-06,100,13,RIO 13 5/6  ARREGLO CAJA · Excel GASTOS fila 3166 [origen gastos_caja id=3151],operativo_vehiculo,motor,0.55,true
39f72b85-ee2f-4c3d-bb54-97a877539d8f,2024-09-06,160,32,VERSA 32 4/4 DISCOS · Excel GASTOS fila 3171 [origen gastos_caja id=3156],operativo_vehiculo,frenos,0.55,true
55cba8f7-dd95-4651-a79b-bd270f22af3e,2024-09-06,150,13,RIO 13  2/3  RODAJES · Excel GASTOS fila 3183 [origen gastos_caja id=3168],operativo_vehiculo,motor,0.55,true
d22a7ed7-071d-425f-a468-c64686cfcd7e,2024-10-07,140,13,RIO 13 6/6  ARREGLO CAJA · Excel GASTOS fila 3245 [origen gastos_caja id=3230],operativo_vehiculo,motor,0.55,true
5a6e2d81-7f79-4ada-89d1-4ae9b3900296,2024-10-07,120,13,RIO 13  3/3  RODAJES · Excel GASTOS fila 3256 [origen gastos_caja id=3241],operativo_vehiculo,motor,0.55,true
ef957b2a-249e-41df-8452-2cffbfd6d729,2024-10-07,25,26,VERSA 26 PLUMILLAS · Excel GASTOS fila 3278 [origen gastos_caja id=3263],operativo_vehiculo,motor,0.55,true
5ee24db4-5251-430e-95fd-881d11683e85,2024-11-08,20,21,VERSA 21 REGULACION FRENOS · Excel GASTOS fila 3383 [origen gastos_caja id=3368],operativo_vehiculo,frenos,0.55,true
479a73ca-6ea3-46e9-869e-01a177dc07bd,2024-11-08,10,16,VERSA 16 FOCO · Excel GASTOS fila 3407 [origen gastos_caja id=3392],operativo_vehiculo,motor,0.55,true
e1386644-8164-41d1-b0b1-81b01b1472a6,2024-11-19,20,38,VERSA 38 ARREGLO TUBO ESCAPE · Excel GASTOS fila 3416 [origen gastos_caja id=3401],operativo_vehiculo,motor,0.55,true
49b0601a-f3de-48e1-aa65-27ae3f1eb953,2024-11-26,100,61,VERSA 61 LLAVE DUPLICADO · Excel GASTOS fila 3438 [origen gastos_caja id=3423],operativo_vehiculo,motor,0.55,true
e2492b4e-44bf-4621-bf8a-981eacf0b6bd,2024-12-03,155,12,RIO 12 1 FAJA RETEN DE CIGUENAL · Excel GASTOS fila 3521 [origen gastos_caja id=3506],operativo_vehiculo,motor,0.55,true
27b88833-750b-42ed-8dd7-1d98e596af5d,2024-12-10,50,32,VERSA 32 JEBES DE ESCAPE · Excel GASTOS fila 3561 [origen gastos_caja id=3546],operativo_vehiculo,motor,0.55,true
1c4e4e17-19cb-4fa8-b3e6-8b5d9ef221bd,2024-12-23,20,11,RIO 11 REGULACION FRENOS TRASEROS · Excel GASTOS fila 3574 [origen gastos_caja id=3559],operativo_vehiculo,frenos,0.55,true
1a96a5ff-1e79-4aaf-bd8e-21296359b5a9,2025-01-07,20,51,VERSA 51 FRENO REGULACION · Excel GASTOS fila 3658 [origen gastos_caja id=3643],operativo_vehiculo,frenos,0.55,true
cb16af14-af90-4ce8-b291-28784ec5bba9,2025-02-06,20,11,RIO 11 FOCO H4 · Excel GASTOS fila 3786 [origen gastos_caja id=3771],operativo_vehiculo,motor,0.55,true
08718be7-2915-4bac-86c8-8d886302524e,2025-02-06,10,63,VERSA 63 CAMBIO FARO · Excel GASTOS fila 3808 [origen gastos_caja id=3792],operativo_vehiculo,motor,0.55,true
d91b9530-ef88-40d7-b0f9-6d49eb12c4b3,2025-02-10,440,44,"VERSA 44 CAMBIO DE PALIER LADO DERECHO UNA GRASA, BOCINA DE TAPECIO, 2 PINES DE COLIPER Y RELLENAR EN TORNO Y MOD · Excel GASTOS fila 3827 [origen gastos_caja id=3811]",operativo_vehiculo,motor,0.55,true
abdb149a-e34f-4478-a71f-36ffdea2c528,2025-04-04,150,18,VERSA 18 1/3 CENSOR OXIGENO · Excel GASTOS fila 4050 [origen gastos_caja id=4034],operativo_vehiculo,motor,0.55,true
9f4ffe39-f566-49b8-97cc-34639c917934,2025-03-08,90,23,VERSA 23 1 FAJA · Excel GASTOS fila 3926 [origen gastos_caja id=3910],operativo_vehiculo,motor,0.55,true
d4191286-9636-47ec-a412-b61407a190f8,2019-05-31,90,1,[MAYO] YARIS 01 ANF-599 — IMPUESTO SAT,operativo_vehiculo,motor,0.55,true
d1dbc697-52f8-4ec9-b64b-590a44dda637,2025-04-04,60,18,VERSA 18 CAMBIO DE CLAXON  Y ARREGLO EQUIPO ROY · Excel GASTOS fila 4073 [origen gastos_caja id=4057],operativo_vehiculo,motor,0.55,true
f18fc85a-8ca7-458d-b90d-8412bb3d6450,2025-05-08,150,18,VERSA 18 2/3 CENSOR OXIGENO · Excel GASTOS fila 4188 [origen gastos_caja id=4172],operativo_vehiculo,motor,0.55,true
2fd08e5c-1906-45c0-892e-0cc46d3f7360,2025-05-08,100,36,VERSA 36 1/2 PASTILLA · Excel GASTOS fila 4200 [origen gastos_caja id=4184],operativo_vehiculo,motor,0.55,true
edd353ed-f4f4-46f4-b49c-563a0ac01f41,2025-05-08,90,14,RIO 14 1/2 PASTILLA · Excel GASTOS fila 4205 [origen gastos_caja id=4189],operativo_vehiculo,motor,0.55,true
5378435d-380d-435a-8d2b-0c9469ce0603,2025-05-08,80,48,VERSA 48 1/2 PASTILLA · Excel GASTOS fila 4210 [origen gastos_caja id=4194],operativo_vehiculo,motor,0.55,true
91634105-f74e-4b09-9528-2b67c034ceda,2025-06-03,130,18,VERSA 18 3/3 CENSOR OXIGENO · Excel GASTOS fila 4367 [origen gastos_caja id=4351],operativo_vehiculo,motor,0.55,true
1e074f51-59fc-41f0-9ab8-603dfa4192e2,2019-08-29,90,1,[AGOSTO] YARIS 01 ANF-599 — IMPUESTO SAT,operativo_vehiculo,motor,0.55,true
1348b80f-ed18-4fb4-b927-2e4b5d6f9c91,2025-05-09,50,25,VERSA 25 1 RETEN MOD · Excel GASTOS fila 4217 [origen gastos_caja id=4201],operativo_vehiculo,motor,0.55,true
dfab843d-bf48-44b2-9e4c-33ba95e70c0a,2025-05-09,90,24,VERSA 24 1 RETEN MOD · Excel GASTOS fila 4221 [origen gastos_caja id=4205],operativo_vehiculo,motor,0.55,true
a4331d4f-cf9c-4037-8e18-0480d4ed44c0,2025-05-07,30,65,VERSA 65 GAS · Excel GASTOS fila 4245 [origen gastos_caja id=4229],operativo_vehiculo,motor,0.55,true
1ca6796e-0b03-438d-9bd0-2d162206a83a,2025-05-07,25,65,VERSA 65 PLUMILLAS · Excel GASTOS fila 4248 [origen gastos_caja id=4232],operativo_vehiculo,motor,0.55,true
9c1b2c8e-d7d0-4844-8703-348cd8d378de,2025-05-12,20,16,VERSA 16 REGULACION FRENOS GUMERCINDO · Excel GASTOS fila 4259 [origen gastos_caja id=4243],operativo_vehiculo,frenos,0.55,true
326472d1-e5cc-4183-9d81-77debe2756b1,2025-05-12,20,54,VERSA 54 REGULACION FRENOS POSTERIORES GUMERCINDO · Excel GASTOS fila 4262 [origen gastos_caja id=4246],operativo_vehiculo,frenos,0.55,true
78b1fbfc-92f3-4575-a95a-569038b6e1a0,2025-05-12,20,56,VERSA 56 REGULACION DE FRENOS POSTERIOR · Excel GASTOS fila 4269 [origen gastos_caja id=4253],operativo_vehiculo,frenos,0.55,true
3334d8ef-35b6-40ba-8dda-4cb60d2f7fc0,2019-11-14,90,1,[NOVIEMBRE] YARIS 01 ANF-599 — IMPUESTO SAT,operativo_vehiculo,motor,0.55,true
e33d29c3-252a-486c-b64f-0b039be0e568,2025-05-27,35,65,VERSA 65 EXTINTOR · Excel GASTOS fila 4291 [origen gastos_caja id=4275],operativo_vehiculo,motor,0.55,true
59cd1376-0799-48ab-b9af-3d3320a5f037,2025-07-04,45,66,RIO 66 PLUMILLA Y PROTECTOR DE ESPEJO · Excel GASTOS fila 4552 [origen gastos_caja id=4536],operativo_vehiculo,motor,0.55,true
1d5e7b94-fe36-46db-9595-9697862cb3d0,2025-07-04,30,67,RIO 67 GAS ENTREGA · Excel GASTOS fila 4557 [origen gastos_caja id=4541],operativo_vehiculo,motor,0.55,true
db0d2ff2-0152-4642-8db3-780d6687eaf3,2025-06-03,110,36,VERSA 36 2/2 PASTILLA · Excel GASTOS fila 4377 [origen gastos_caja id=4361],operativo_vehiculo,motor,0.55,true
75da10b7-fd1d-44ff-81f4-15b5eb3e71db,2025-06-03,90,14,RIO 14 2/2 PASTILLA · Excel GASTOS fila 4382 [origen gastos_caja id=4366],operativo_vehiculo,motor,0.55,true
d5c898c5-216b-4266-a958-99f39f1089c3,2025-06-03,80,48,VERSA 48 2/2 PASTILLA · Excel GASTOS fila 4387 [origen gastos_caja id=4371],operativo_vehiculo,motor,0.55,true
fea7e4f1-6c05-4e39-bbc0-5da12b7f76a6,2025-06-03,80,39,VERSA 39 1/2 PASTILLA · Excel GASTOS fila 4400 [origen gastos_caja id=4384],operativo_vehiculo,motor,0.55,true
e07a4989-e9ca-4108-83d0-3269e848ebf2,2025-06-04,100,16,VERSA 16 ARREGLO PARACHQOUE MAS FARO DELANTERO Y TRASERO · Excel GASTOS fila 4432 [origen gastos_caja id=4416],operativo_vehiculo,motor,0.55,true
9e580e13-70c5-473f-b1c6-013ea0e68df1,2025-07-04,30,68,RIO 68 FRENOS GUERREROS REGULACION · Excel GASTOS fila 4563 [origen gastos_caja id=4547],operativo_vehiculo,frenos,0.55,true
1402c5b9-9898-4cf8-8a10-0ed9a97b4836,2025-07-04,60,68,RIO 68 EXTINTOR Y BOTIQUIN · Excel GASTOS fila 4564 [origen gastos_caja id=4548],operativo_vehiculo,motor,0.55,true
e3d45087-d353-40cf-9436-d2be24ad76d8,2025-07-08,80,39,VERSA 39 2/2 PASTILLA · Excel GASTOS fila 4628 [origen gastos_caja id=4612],operativo_vehiculo,motor,0.55,true
c2cb062c-6318-43db-833a-1e7620ba99ad,2025-07-21,70,70,VERSA 70 EXTINTOR BOTIQUIN Y TRIANGULO · Excel GASTOS fila 4669 [origen gastos_caja id=4653],operativo_vehiculo,motor,0.55,true
d1eabe58-e2d2-446e-b6d2-e3aad3cfbb3c,2025-08-06,80,48,VERSA 48 PALNCA DE CAMBIOS ARREGLO · Excel GASTOS fila 4787 [origen gastos_caja id=4771],operativo_vehiculo,motor,0.55,true
937914f9-36ab-419f-bc93-7a05935ee3da,2025-08-28,220,66,RIO 66 CAMBIO DE 2 RESORTES POSTERIOR MAS MOD · Excel GASTOS fila 4833 [origen gastos_caja id=4817],operativo_vehiculo,motor,0.55,true
b5de3110-60d4-4679-91ab-979085f37751,2025-08-28,20,65,VERSA 65 ARREGLO DE TUBO DE ESCAPE · Excel GASTOS fila 4834 [origen gastos_caja id=4818],operativo_vehiculo,motor,0.55,true
03151707-5283-4ee3-9e9e-c50f5c093a95,2025-08-28,112,48,VERSA 48 RELLENADO DE CALIPES DE FRENO Y ORINES MAS MOD · Excel GASTOS fila 4836 [origen gastos_caja id=4820],operativo_vehiculo,frenos,0.55,true
934ac171-3a02-4972-9c94-cd95f24a89b6,2025-09-04,100,10,RIO 10 1/2 CENSOR DE VALVULA DE AIRE · Excel GASTOS fila 4939 [origen gastos_caja id=4923],operativo_vehiculo,motor,0.55,true
3e003cfe-3a05-49ae-8552-994888b28cfe,2025-09-04,200,24,VERSA 24 1/2 CENSOR DE OXIGENO  MDO · Excel GASTOS fila 4954 [origen gastos_caja id=4938],operativo_vehiculo,motor,0.55,true
51784366-a944-4db9-806d-81cf35fa9a46,2025-09-04,20,19,VERSA 19 MANT FRENOS · Excel GASTOS fila 4977 [origen gastos_caja id=4961],operativo_vehiculo,frenos,0.55,true
1ca27ee8-77be-4684-9ced-e0d1a03cf25c,2025-09-04,80,24,VERSA 24 LIMPIEZA CATALIZADOR Y REGULACION · Excel GASTOS fila 5004 [origen gastos_caja id=4988],operativo_vehiculo,motor,0.55,true
ac551b7a-707e-4c1c-9d12-c0962d2c67b0,2025-08-30,220,12,RIO 12 CAMBIO DE 2 RESORTES POSTERIOR Y MOD · Excel GASTOS fila 5178 [origen gastos_caja id=5162],operativo_vehiculo,motor,0.55,true
78151fbf-0c0f-4e57-8239-3673508ed56c,2025-09-04,150,10,RIO 10 2/2 CENSOR DE VALVULA DE AIRE · Excel GASTOS fila 5089 [origen gastos_caja id=5073],operativo_vehiculo,motor,0.55,true
9d7c1f08-e80b-460b-8513-44ee2fb7491a,2025-09-04,230,24,VERSA 24 2/2 CENSOR DE OXIGENO  MDO · Excel GASTOS fila 5104 [origen gastos_caja id=5088],operativo_vehiculo,motor,0.55,true
8ce88156-bbfe-4ecb-972e-5f45cc630685,2025-10-06,450,75,VERSA 75 COPIA DE LLAVE DE AUTO · Excel GASTOS fila 5144 [origen gastos_caja id=5128],operativo_vehiculo,motor,0.55,true
c2ab4bde-631a-44a9-8585-1525f37b3583,2025-09-18,130,33,VERSA 33 CAMBIO DE TERMINAL DE DIRECCION LADO DERECHO · Excel GASTOS fila 5188 [origen gastos_caja id=5172],operativo_vehiculo,motor,0.55,true
3651038c-0925-47b0-8da7-827bba6ff860,2025-09-24,110,56,VERSA 56 SUPLES POSTERIOR Y REGULACION DE FRENO POSTERIOR · Excel GASTOS fila 5190 [origen gastos_caja id=5174],operativo_vehiculo,frenos,0.55,true
78fbd143-a177-40e6-afce-fa011b27dc1a,2025-10-13,20,50,VERSA 50 TUBO DE ESCAPE · Excel GASTOS fila 5201 [origen gastos_caja id=5185],operativo_vehiculo,motor,0.55,true
